,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
2776,4R204B,483628,4738700,0,0,1,NA,2021,6209,6210
2777,4R205A,485506,4740292,0,0,1,NA,2021,9735,9736
2778,4R205B,485223,4741918,0,0,0,NA,2021,9735,9736
2779,4R310A,455668,4668379,0,0,0,NA,2021,8121,8122
2780,4R310B,457915,4665826,0,0,0,NA,2021,4689,4690
2781,4R311A,460281,4665200,0,0,0,NA,2021,7634,7635
2782,4R311B,461112,4666266,0,0,0,NA,2021,7634,7635
2783,4R312A,463413,4668820,0,0,0,NA,2021,2004,2005
2784,4R312B,463722,4665684,0,1,0,NA,2021,3527,3528
2785,4R313A,456992,4672337,0,0,0,NA,2021,431,432
2786,4R313B,455575,4669509,0,0,1,NA,2021,8121,8122
2787,4R314A,458291,4671934,0,0,1,NA,2021,431,432
2788,4R314B,460481,4672702,0,0,0,NA,2021,230,231
2789,4R315A,463351,4671912,0,0,0,NA,2021,9447,9448
2790,4R315B,461878,4670722,0,0,0,NA,2021,230,231
2791,4R316A,478283,4680462,0,0,0,NA,2021,2303,2304
2792,4R316B,479409,4679227,0,0,0,NA,2021,10256,10257
2793,4R317A,482599,4677274,1,0,0,NA,2021,8024,8025
2794,4R317B,481274,4678924,0,0,0,NA,2021,3639,3640
2795,4R318A,493533,4687543,0,0,0,NA,2021,7484,7485
2796,4R318B,494477,4687315,0,0,0,NA,2021,7484,7485
2797,4R319A,510138,4686758,0,1,0,NA,2021,9903,9904
2798,4R319B,508973,4686437,0,1,0,NA,2021,9903,9904
2799,4R32A,491812,4683237,0,0,0,NA,2021,12280,12281
2800,4R32B,492620,4683915,0,0,1,NA,2021,12280,12281
2801,4R338A,499039,4682802,0,0,0,NA,2021,7521,7522
2802,4R338B,500487,4683897,0,1,0,NA,2021,7521,7522
2803,4R33A,495436,4682574,0,0,0,NA,2021,12905,12906
2804,4R33B,495754,4681333,0,1,0,NA,2021,417,418
2805,4R44A,491358,4686321,0,0,0,NA,2021,9630,9631
2806,4R44B,492362,4685801,0,0,0,NA,2021,7484,7485
2807,4R45A,499541,4688130,0,0,0,NA,2021,10456,10457
2808,4R45B,499963,4685870,0,0,0,NA,2021,10456,10457
2809,4R61A,510778,4688794,0,1,0,NA,2021,12266,12267
2810,4R61B,509848,4691655,0,0,0,NA,2021,12538,12539
2811,4R62A,514351,4688791,0,0,0,NA,2021,593,594
2812,4R62B,512360,4691739,0,0,0,NA,2021,12266,12267
2813,4R75A,471084,4692790,0,0,0,NA,2021,2331,2332
2814,4R75B,473296,4695905,0,0,0,NA,2021,12181,12182
2815,4R76A,474615,4693574,0,0,0,NA,2021,10759,10760
2816,4R76B,474748,4692201,0,0,0,NA,2021,10759,10760
2817,4R77A,508507,4693910,0,0,0,NA,2021,6657,6658
2818,4R77B,510424,4695458,0,0,0,NA,2021,630,631
2819,4R78A,514375,4694425,0,1,0,NA,2021,4409,4410
2820,4R78B,512801,4694774,0,0,0,NA,2021,7229,7230
2821,4R91A,470090,4698195,0,0,0,NA,2021,7100,7101
2822,4R91B,472247,4697682,0,1,0,NA,2021,12115,12116
2823,4R92A,475371,4688345,0,0,0,NA,2021,4437,4438
2824,4R92B,477096,4698395,0,0,1,NA,2021,10974,10975
2825,4R93A,513901,4699212,0,1,0,NA,2021,11106,11107
2826,4R93B,515835,4698887,0,1,0,NA,2021,11106,11107
2827,4R94A,540860,4698540,0,0,0,NA,2021,7394,7395
2828,4R94B,542154,4699696,1,0,0,NA,2021,3988,3989
2829,4R95A,543920,4695804,0,1,1,NA,2021,10389,10390
2830,4R95B,545055,4694236,1,1,0,NA,2021,323,324
2831,4R96A,543430,4697253,1,0,0,NA,2021,10389,10390
2832,4R96B,543997,4698907,0,0,0,NA,2021,3988,3989
2833,6R213A,463158,4775131,1,0,1,NA,2021,3621,3622
2834,6R241A,427651,4792037,0,0,0,NA,2021,4973,4974
2835,6R242A,432211,4791847,0,0,0,NA,2021,7666,7667
2836,6R243A,435022,4790296,0,0,0,NA,2021,7585,7586
2837,6R246A,429131,4795436,0,0,0,NA,2021,9120,9121
2838,6R247A,433958,4793190,1,0,0,NA,2021,8208,8209
2839,6R248A,435452,4793534,0,1,0,NA,2021,2227,2228
2840,6R249A,410575,4798133,0,0,0,NA,2021,2672,2673
2841,6R250A,414090,4800139,0,0,0,NA,2021,12078,12079
2842,6R251A,418725,4797633,0,0,0,NA,2021,9502,9503
2843,6R252A,411408,4801894,0,0,0,NA,2021,1528,1529
2844,6R253A,412412,4802266,0,0,0,NA,2021,12078,12079
2845,6R254A,418416,4802372,0,0,0,NA,2021,9508,9509
2846,6R255A,419024,4833341,0,0,0,NA,2021,4402,4403
2847,6R256A,422782,4834834,0,0,1,NA,2021,3722,3723
2848,6R257A,419035,4838006,0,0,0,NA,2021,6525,6526
2849,6R258A,419396,4836850,0,0,0,NA,2021,10193,10194
2850,6R259A,418215,4839678,0,0,0,NA,2021,7404,7405
2851,6R259B,417851,4842169,0,0,0,NA,2021,7289,7290
2852,6R260A,422823,4839797,0,0,0,NA,2021,5413,5414
2853,6R261A,440862,4851868,0,0,0,NA,2021,12885,12886
2854,6R262A,444513,4852060,0,0,0,NA,2021,10463,10464
2855,6R263A,446990,4854247,0,0,0,NA,2021,9996,9997
2856,6R264A,435242,4858110,0,0,0,NA,2021,12626,12627
2857,6R264B,437924,4857923,0,0,NA,NA,2021,12903,12904
2858,6R265A,441940,4855918,0,0,0,NA,2021,4941,4942
2859,6R266A,445498,4855395,0,0,0,NA,2021,9996,9997
2860,6R490,456367,4775956,0,0,0,NA,2021,7980,7981
2861,6R491,460110,4774850,0,1,0,NA,2021,8789,8790
2862,6R501,442717,4780527,0,0,1,NA,2021,11327,11328
2863,6R502,447372,4778674,0,0,0,NA,2021,6219,6220
2864,6R503,458905,4779207,0,1,1,NA,2021,6452,6453
2865,6R504,463380,4779422,0,1,1,NA,2021,9031,9032
2866,6R505,467370,4779405,0,0,0,NA,2021,10751,10752
2867,6R515,444301,4784824,0,0,0,NA,2021,5549,5550
2868,6R516,448551,4782595,0,1,0,NA,2021,4525,4526
2869,6R530,429444,4790214,0,0,0,NA,2021,6874,6875
2870,6R531,431532,4789573,0,0,0,NA,2021,6677,6678
2871,6R532,436814,4791085,0,0,1,NA,2021,7585,7586
2872,6R538,428524,4793322,0,0,0,NA,2021,9120,9121
2873,6R539,433861,4795953,0,0,0,NA,2021,8208,8209
2874,6R540,438033,4794849,0,0,0,NA,2021,1791,1792
2875,6R544,410702,4799247,0,0,0,NA,2021,2672,2673
2876,6R545,412604,4797634,0,0,0,NA,2021,6054,6055
2877,6R546,417283,4798885,0,0,1,NA,2021,3112,3113
2878,6R555,409698,4802767,0,0,0,NA,2021,5353,5354
2879,6R556,413646,4803069,0,0,1,NA,2021,6808,6809
2880,6R557,416732,4803723,0,0,0,NA,2021,4140,4141
2881,6R594,417162,4833558,0,0,0,NA,2021,11668,11669
2882,6R595,420305,4834355,0,0,0,NA,2021,10193,10194
2883,6R596,416243,4837720,0,0,0,NA,2021,7404,7405
2884,6R597,421056,4837635,0,0,0,NA,2021,6525,6526
2885,6R599,420771,4841369,0,0,0,NA,2021,5519,5520
2886,6R600,441980,4852986,0,0,0,NA,2021,12885,12886
2887,6R601,444463,4853211,0,0,0,NA,2021,9996,9997
2888,6R602,447367,4852429,0,0,0,NA,2021,6678,6679
2889,6R604,438754,4855107,0,0,0,NA,2021,5536,5537
2890,6R605,443352,4856868,0,0,0,NA,2021,2884,2885
2891,7R109A,460362,4700760,0,0,0,NA,2021,7207,7208
2892,7R109B,402410,4718918,0,0,NA,NA,2021,1553,1554
2893,7R110A,464388,4703886,0,0,0,NA,2021,4644,4645
2894,7R110B,464989,4705330,0,0,0,NA,2021,4637,4638
2895,7R123,388890,4720675,0,0,0,NA,2021,6016,6017
2896,7R124,393733,4722621,0,0,0,NA,2021,808,809
2897,7R125,393549,4725078,0,0,0,NA,2021,5839,5840
2898,7R131A,461397,4706402,0,0,0,NA,2021,6601,6602
2899,7R131B,459304,4705696,0,0,0,NA,2021,2344,2345
2900,7R143A,428260,4708313,0,0,0,NA,2021,5915,5916
2901,7R143B,430638,4708883,0,0,0,NA,2021,5915,5916
2902,7R144A,402343,4718964,0,0,0,NA,2021,1553,1554
2903,7R144B,460496,4708987,0,0,0,NA,2021,8164,8165
2904,7R145A,464491,4708542,0,0,0,NA,2021,6093,6094
2905,7R145B,463337,4708354,0,0,0,NA,2021,6093,6094
2906,7R149,389719,4725695,0,1,1,NA,2021,5308,5309
2907,7R151A,425928,4713251,0,0,0,NA,2021,10869,10870
2908,7R151B,423804,4711974,0,0,0,NA,2021,3097,3098
2909,7R152A,428203,4712600,0,0,0,NA,2021,685,686
2910,7R152B,429497,4713470,0,0,0,NA,2021,685,686
2911,7R153A,464468,4712787,0,0,0,NA,2021,291,292
2912,7R153B,465406,4714570,0,0,0,NA,2021,12387,12388
2913,7R159A,424270,4717931,0,0,0,NA,2021,3735,3736
2914,7R159B,423822,4716271,0,0,0,NA,2021,8484,8485
2915,7R160A,428186,4716835,0,0,0,NA,2021,2346,2347
2916,7R160B,429348,4716444,0,0,0,NA,2021,2346,2347
2917,7R174,393403,4739239,0,0,NA,NA,2021,4950,4951
2918,7R175,397688,4742195,0,0,NA,NA,2021,6886,6887
2919,7R179,402458,4740385,0,0,NA,NA,2021,12108,12109
2920,7R180A,435606,4728459,0,0,0,NA,2021,2967,2968
2921,7R180B,436162,4727514,0,0,0,NA,2021,2967,2968
2922,7R181A,441704,4728528,0,0,0,NA,2021,6691,6692
2923,7R181B,441053,4727614,0,0,0,NA,2021,6691,6692
2924,7R184,394189,4744957,0,0,NA,NA,2021,2450,2451
2925,7R185A,435110,4732087,0,0,0,NA,2021,11200,11201
2926,7R185B,436337,4730848,0,1,1,NA,2021,11200,11201
2927,7R186A,442099,4733899,0,0,1,NA,2021,4266,4267
2928,7R186B,440805,4732425,0,0,0,NA,2021,6979,6980
2929,7R198,399132,4743100,0,0,NA,NA,2021,9278,9279
2930,7R201A,467635,4739904,0,0,NA,NA,2021,1525,1526
2931,7R201B,465933,4742077,0,0,NA,NA,2021,2424,2425
2932,7R202A,471068,4741581,0,0,NA,NA,2021,5448,5449
2933,7R202B,470360,4740772,0,0,NA,NA,2021,5448,5449
2934,7R203A,474990,4741796,0,0,NA,NA,2021,3161,3162
2935,7R203B,475442,4740162,0,0,NA,NA,2021,3161,3162
2936,7R206A,467052,4745148,0,0,NA,NA,2021,9789,9790
2937,7R206B,468740,4745118,0,0,NA,NA,2021,9789,9790
2938,7R207A,472696,4743804,0,0,NA,NA,2021,7755,7756
2939,7R207B,472371,4744963,0,0,NA,NA,2021,12803,12804
2940,7R208A,475155,4742264,0,0,NA,NA,2021,3161,3162
2941,7R208B,475107,4746012,0,0,NA,NA,2021,4031,4032
2942,7R209A,468655,4747869,0,0,NA,NA,2021,12081,12082
2943,7R209B,466935,4749710,0,0,NA,NA,2021,9371,9372
2944,7R210A,470977,4748747,0,0,NA,NA,2021,5816,5817
2945,7R210B,471762,4747477,NA,NA,NA,NA,2021,8926,8927
2946,7R214,445106,4755005,1,0,1,NA,2021,6322,6323
2947,7R215,448339,4756284,0,0,NA,NA,2021,1368,1369
2948,7R226,447474,4759888,0,0,0,NA,2021,6039,6040
2949,7R228,447703,4760178,0,0,NA,NA,2021,6039,6040
2950,7R229,452672,4760157,0,0,1,NA,2021,6320,6321
2951,7R230,457563,4760527,1,1,1,NA,2021,10047,10048
2952,7R24A,444251,4679527,0,0,0,NA,2021,7444,7445
2953,7R24B,444444,4677003,0,0,0,NA,2021,94,95
2954,7R25A,448280,4678200,0,0,0,NA,2021,796,797
2955,7R25B,449070,4677312,0,0,1,NA,2021,796,797
2956,7R304A,389798,4791566,1,0,0,NA,2021,4524,4525
2957,7R304B,389063,4789561,NA,0,1,NA,2021,7702,7703
2958,7R305A,395502,4791727,0,0,0,NA,2021,2681,2682
2959,7R305B,394516,4790184,0,0,1,NA,2021,2681,2682
2960,7R306A,399291,4790710,0,1,0,NA,2021,5744,5745
2961,7R306B,399451,4789508,0,0,0,NA,2021,6082,6083
2962,7R307A,390793,4795435,1,1,0,NA,2021,2912,2913
2963,7R307B,388549,4796520,0,0,0,NA,2021,8020,8021
2964,7R308A,395172,4795631,0,0,0,NA,2021,5751,5752
2965,7R308B,394023,4795378,1,1,1,NA,2021,5751,5752
2966,7R309A,397919,4794230,0,1,1,NA,2021,5998,5999
2967,7R309B,398523,4795095,1,1,1,NA,2021,5998,5999
2968,7R30A,443472,4681699,0,0,0,NA,2021,12780,12781
2969,7R30B,442935,4682878,0,0,0,NA,2021,8900,8901
2970,7R31A,447760,4682508,0,0,1,NA,2021,7370,7371
2971,7R31B,449532,4682778,0,0,0,NA,2021,7370,7371
2972,7R320A,402838,4690222,0,0,0,NA,2021,1786,1787
2973,7R320B,400127,4690853,0,0,0,NA,2021,1786,1787
2974,7R339A,423367,4709074,0,0,0,NA,2021,3018,3019
2975,7R339B,423549,4707894,0,0,0,NA,2021,3018,3019
2976,7R342,367258,4716969,1,0,0,NA,2021,4831,4832
2977,7R343,370851,4718402,0,0,0,NA,2021,5138,5139
2978,7R344,374222,4716793,0,0,1,NA,2021,3226,3227
2979,7R345,367199,4720591,1,0,0,NA,2021,249,250
2980,7R346,372146,4722655,0,0,0,NA,2021,12668,12669
2981,7R347,374511,4721386,0,0,1,NA,2021,10796,10797
2982,7R348,362129,4736493,1,1,NA,NA,2021,6244,6245
2983,7R349,365332,4739939,0,0,NA,NA,2021,10018,10019
2984,7R350,362030,4741008,0,0,NA,NA,2021,7492,7493
2985,7R351,365886,4739848,NA,NA,NA,NA,2021,10018,10019
2986,7R352,363363,4743222,0,0,NA,NA,2021,2106,2107
2987,7R353,365637,4745022,0,0,NA,NA,2021,6867,6868
2988,7R42A,445276,4686372,0,1,1,NA,2021,7195,7196
2989,7R42B,445439,4688101,0,0,1,NA,2021,7195,7196
2990,7R43A,449769,4687272,0,1,0,NA,2021,8467,8468
2991,7R43B,449892,4686005,1,1,0,NA,2021,8467,8468
2992,7R58A,404639,4689313,0,0,0,NA,2021,5141,5142
2993,7R58B,404828,4691920,0,0,0,NA,2021,10988,10989
2994,7R59A,421429,4688735,0,0,0,NA,2021,1686,1687
2995,7R59B,422893,4689161,0,0,0,NA,2021,8583,8584
2996,7R60A,425736,4690955,0,0,0,NA,2021,9737,9738
2997,7R60B,425906,4688608,0,0,0,NA,2021,7305,7306
2998,7R674,379469,4760038,1,0,0,NA,2021,4156,4157
2999,7R675,382205,4759934,0,1,1,NA,2021,2653,2654
3000,7R676,386164,4758777,0,0,0,NA,2021,12291,12292
3001,7R677,374845,4763916,0,0,0,NA,2021,10688,10689
3002,7R678,379535,4763668,1,1,0,NA,2021,3198,3199
3003,7R681,413223,4762083,0,0,0,NA,2021,3895,3896
3004,7R682,417617,4763834,0,0,0,NA,2021,12086,12087
3005,7R683,413730,4769270,1,0,0,NA,2021,4126,4127
3006,7R684,417265,4767494,0,1,1,NA,2021,505,506
3007,7R686,378914,4771072,1,1,1,NA,2021,12208,12209
3008,7R687,383864,4771703,0,0,1,NA,2021,7467,7468
3009,7R688,417051,4772115,0,1,1,NA,2021,5822,5823
3010,7R689,432174,4771993,1,1,1,NA,2021,3566,3567
3011,7R690,435100,4771921,1,1,0,NA,2021,6181,6182
3012,7R692,378344,4775354,0,1,0,NA,2021,12680,12681
3013,7R693,382344,4775860,1,0,1,NA,2021,7537,7538
3014,7R695,432627,4775030,0,0,0,NA,2021,9159,9160
3015,7R696,436923,4777114,0,0,0,NA,2021,1131,1132
3016,7R71A,401518,4694650,0,0,0,NA,2021,1696,1697
3017,7R71B,403604,4694724,0,0,0,NA,2021,10988,10989
3018,7R72A,405827,4693585,0,0,0,NA,2021,10988,10989
3019,7R72B,405528,4694833,0,0,0,NA,2021,10988,10989
3020,7R73A,420198,4695569,0,0,0,NA,2021,5642,5643
3021,7R73B,420135,4694332,0,0,0,NA,2021,3437,3438
3022,7R74A,424363,4693419,0,0,1,NA,2021,4231,4232
3023,7R74B,425759,4695384,0,0,0,NA,2021,5328,5329
3024,7R87A,402561,4696582,0,0,0,NA,2021,9575,9576
3025,7R87B,401877,4698539,0,0,0,NA,2021,1546,1547
3026,7R88A,406533,4698190,0,0,0,NA,2021,3859,3860
3027,7R88B,405077,4698834,0,0,0,NA,2021,1685,1686
3028,7R89A,421167,4698181,0,1,0,NA,2021,3716,3717
3029,7R89B,419276,4698819,0,0,0,NA,2021,3716,3717
3030,7R90A,425465,4699309,0,0,0,NA,2021,3788,3789
3031,7R90B,424225,4698219,0,0,0,NA,2021,7012,7013
3032,8R100A,335343,4683050,0,0,0,NA,2021,10713,10714
3033,8R100B,334519,4684089,0,0,0,NA,2021,10713,10714
3034,8R134A,320062,4686533,0,0,0,NA,2021,1232,1233
3035,8R134B,318760,4687353,0,0,0,NA,2021,1232,1233
3036,8R137A,332434,4684470,0,0,0,NA,2021,1848,1849
3037,8R137B,330467,4686574,0,0,0,NA,2021,4841,4842
3038,8R138A,335498,4686950,0,0,0,NA,2021,3396,3397
3039,8R138B,334110,4687913,0,0,0,NA,2021,3396,3397
3040,8R140A,366784,4687192,0,0,1,NA,2021,12862,12863
3041,8R140B,367739,4685667,0,0,0,NA,2021,12862,12863
3042,8R141A,371288,4687175,0,0,0,NA,2021,9448,9449
3043,8R141B,370278,4684562,1,0,0,NA,2021,10074,10075
3044,8R1801A,308567,4662861,0,0,0,NA,2021,3556,3557
3045,8R1801B,310431,4664055,1,0,0,NA,2021,10842,10843
3046,8R1802A,303913,4668070,0,0,0,NA,2021,7165,7166
3047,8R1802B,306586,4667483,1,0,0,NA,2021,3052,3053
3048,8R1804A,313216,4667862,0,0,0,NA,2021,11369,11370
3049,8R1804B,310807,4668220,0,0,0,NA,2021,1407,1408
3050,8R1819A,342509,4675696,0,0,0,NA,2021,3446,3447
3051,8R1819B,343836,4676399,0,0,0,NA,2021,3880,3881
3052,8R182,289023,4702867,0,1,0,NA,2021,7113,7114
3053,8R1822A,295952,4677516,0,0,1,NA,2021,10226,10227
3054,8R1822B,297717,4679746,0,0,0,NA,2021,2787,2788
3055,8R1838A,320214,4682828,0,0,0,NA,2021,12510,12511
3056,8R1838B,321478,4683390,0,0,0,NA,2021,8862,8863
3057,8R1844A,346955,4681905,0,0,0,NA,2021,7807,7808
3058,8R1844B,347043,4683777,0,0,0,NA,2021,7314,7315
3059,8R1848A,366151,4682173,0,0,0,NA,2021,403,404
3060,8R1848B,367153,4683287,0,0,0,NA,2021,6404,6405
3061,8R1849A,371717,4681043,0,0,0,NA,2021,4937,4938
3062,8R1849B,370650,4681005,0,0,0,NA,2021,9727,9728
3063,8R1851A,374787,4682575,0,0,1,NA,2021,11669,11670
3064,8R1851B,376058,4682335,0,0,0,NA,2021,11669,11670
3065,8R1856A,376495,4686296,1,0,0,NA,2021,6996,6997
3066,8R1856B,374617,4685305,0,0,0,NA,2021,11669,11670
3067,8R1859A,318135,4688201,0,0,0,NA,2021,1232,1233
3068,8R1859B,314819,4686654,0,0,0,NA,2021,3796,3797
3069,8R185A,332821,4691764,0,0,0,NA,2021,1615,1616
3070,8R185B,331949,4690688,0,0,0,NA,2021,1615,1616
3071,8R1860A,317184,4690258,0,0,1,NA,2021,1750,1751
3072,8R1860B,315245,4688496,0,0,0,NA,2021,3796,3797
3073,8R1861A,321233,4690171,0,0,0,NA,2021,12588,12589
3074,8R1861B,322184,4689171,0,0,0,NA,2021,12588,12589
3075,8R186A,335786,4689479,0,0,0,NA,2021,9010,9011
3076,8R186B,334463,4690781,0,0,1,NA,2021,9010,9011
3077,8R19A,309563,4667104,0,0,0,NA,2021,1407,1408
3078,8R19B,307006,4668569,0,0,0,NA,2021,3052,3053
3079,8R2019A,317720,4682867,0,0,0,NA,2021,12510,12511
3080,8R2019B,317954,4684087,0,0,0,NA,2021,12510,12511
3081,8R294,293505,4701710,0,1,0,NA,2021,3652,3653
3082,8R296,321154,4712280,0,0,0,NA,2021,2619,2620
3083,8R297,304521,4701308,0,0,0,NA,2021,5140,5141
3084,8R298,308660,4702166,0,0,0,NA,2021,12727,12728
3085,8R299,314038,4702217,0,0,0,NA,2021,12293,12294
3086,8R29A,308945,4671607,0,0,0,NA,2021,7320,7321
3087,8R29B,309747,4669355,0,0,0,NA,2021,1407,1408
3088,8R30A,305024,4671456,0,0,0,NA,2021,9132,9133
3089,8R30B,306060,4672461,0,0,0,NA,2021,9132,9133
3090,8R31A,351679,4675357,0,0,0,NA,2021,368,369
3091,8R31B,352807,4675430,0,0,0,NA,2021,11034,11035
3092,8R326,320215,4682828,0,0,0,NA,2021,12510,12511
3093,8R327,292842,4706040,0,1,1,NA,2021,967,968
3094,8R330,304318,4707016,0,0,0,NA,2021,2024,2025
3095,8R331,307872,4705535,0,0,0,NA,2021,11881,11882
3096,8R332,314003,4705421,1,0,0,NA,2021,1643,1644
3097,8R335,336808,4704820,0,0,0,NA,2021,4634,4635
3098,8R336,339710,4705582,0,0,0,NA,2021,2039,2040
3099,8R356,288666,4709267,0,0,0,NA,2021,3578,3579
3100,8R357,293864,4710366,0,0,0,NA,2021,9092,9093
3101,8R358,331831,4708879,0,0,1,NA,2021,4029,4030
3102,8R359,335527,4710097,0,0,0,NA,2021,7732,7733
3103,8R360,340710,4710960,0,0,0,NA,2021,2966,2967
3104,8R377,339278,4714472,0,0,0,NA,2021,5178,5179
3105,8R390,320417,4718024,0,0,0,NA,2021,9323,9324
3106,8R405,309376,4737383,0,0,0,NA,2021,5068,5069
3107,8R406,320284,4720518,0,0,0,NA,2021,1621,1622
3108,8R407,324447,4720719,0,0,0,NA,2021,8581,8582
3109,8R421,324361,4725570,0,0,0,NA,2021,9671,9672
3110,8R44A,297118,4674741,0,0,0,NA,2021,11951,11952
3111,8R44B,296977,4672876,0,0,0,NA,2021,11951,11952
3112,8R454,297351,4736799,1,0,0,NA,2021,1903,1904
3113,8R455,301346,4736753,0,0,0,NA,2021,3918,3919
3114,8R456,305344,4737567,0,0,0,NA,2021,5207,5208
3115,8R45A,301518,4674063,0,0,0,NA,2021,4133,4134
3116,8R45B,302377,4672760,0,0,0,NA,2021,12496,12497
3117,8R467,304444,4739485,0,0,0,NA,2021,11866,11867
3118,8R468,309955,4740241,0,0,0,NA,2021,4412,4413
3119,8R496,324748,4779464,0,0,0,NA,2021,5760,5761
3120,8R498,332203,4779116,0,0,0,NA,2021,694,695
3121,8R507,316668,4783516,0,1,0,NA,2021,4141,4142
3122,8R508,320944,4783987,0,NA,NA,NA,2021,12627,12628
3123,8R509,325738,4782164,0,0,0,NA,2021,1016,1017
3124,8R511,333051,4703051,0,1,0,NA,2021,5365,5366
3125,8R519,321303,4786512,0,0,1,NA,2021,12627,12628
3126,8R520,324219,4786829,0,0,0,NA,2021,6176,6177
3127,8R521,335561,4778727,0,0,0,NA,2021,2228,2229
3128,8R522,339943,4779178,1,0,0,NA,2021,10850,10851
3129,8R524,358850,4787860,0,0,0,NA,2021,3165,3166
3130,8R525,363001,4787152,0,0,0,NA,2021,9317,9318
3131,8R528,358597,4791973,0,1,0,NA,2021,11196,11197
3132,8R529,363735,4791725,0,0,0,NA,2021,6222,6223
3133,8R536,358570,4795391,0,0,0,NA,2021,10404,10405
3134,8R537,363018,4795090,0,0,0,NA,2021,2155,2156
3135,8R606,336983,4783710,0,1,0,NA,2021,6952,6953
3136,8R607,340254,4783546,0,0,0,NA,2021,397,398
3137,8R617,352535,4714795,0,0,1,NA,2021,5064,5065
3138,8R618,355829,4713396,0,0,0,NA,2021,11801,11802
3139,8R619,359375,4713693,0,0,1,NA,2021,1370,1371
3140,8R625,355927,4716286,0,1,0,NA,2021,2119,2120
3141,8R626,358805,4717622,1,0,0,NA,2021,9491,9492
3142,8R635,258441,4721425,0,0,1,NA,2021,8110,8111
3143,8R636,278114,4722076,0,1,0,NA,2021,10366,10367
3144,8R637,355257,4722174,1,0,0,NA,2021,3186,3187
3145,8R644,254264,4725129,0,1,0,NA,2021,805,806
3146,8R645,258797,4724690,1,0,0,NA,2021,7548,7549
3147,8R646,263780,4725118,0,0,1,NA,2021,1619,1620
3148,8R647,275545,4725040,0,0,0,NA,2021,9553,9554
3149,8R648,278446,4725983,0,0,1,NA,2021,5110,5111
3150,8R655,259231,4728472,0,0,0,NA,2021,11545,11546
3151,8R656,273542,4728734,0,0,0,NA,2021,2436,2437
3152,8R657,278858,4730277,0,0,NA,NA,2021,4188,4189
3153,8R65A,301165,4679793,0,0,0,NA,2021,2614,2615
3154,8R65B,302282,4678381,0,0,0,NA,2021,2431,2432
3155,8R661,274501,4733034,0,0,0,NA,2021,8052,8053
3156,8R72A,342804,4678719,0,0,0,NA,2021,3880,3881
3157,8R72B,342864,4677218,0,0,0,NA,2021,3880,3881
3158,8R73A,346540,4678220,0,0,0,NA,2021,9857,9858
3159,8R73B,345845,4676754,0,0,0,NA,2021,3880,3881
3160,8R74A,350855,4679251,0,1,1,NA,2021,3194,3195
3161,8R74B,352750,4679042,0,0,0,NA,2021,2942,2943
3162,8R95A,297566,4682874,0,0,0,NA,2021,2047,2048
3163,8R95B,299013,4682059,0,0,0,NA,2021,2614,2615
3164,8R96A,300989,4681917,0,1,0,NA,2021,2614,2615
3165,8R96B,301844,4681034,0,0,0,NA,2021,11152,11153
3166,8R99A,332490,4682598,0,0,0,NA,2021,1848,1849
3167,8R99B,333898,4683165,0,0,0,NA,2021,10713,10714
3168,9R100A,207614,4701880,0,0,0,NA,2021,2954,2955
3169,9R100B,207691,4700733,0,0,0,NA,2021,1560,1561
3170,9R101A,261928,4701357,0,1,0,NA,2021,5091,5092
3171,9R101B,260736,4701303,0,0,0,NA,2021,5091,5092
3172,9R102A,264440,4700492,0,0,0,NA,2021,11909,11910
3173,9R102B,266722,4700039,0,1,0,NA,2021,11909,11910
3174,9R104A,239684,4714414,0,0,NA,NA,2021,6183,6184
3175,9R104B,239967,4713369,NA,NA,0,NA,2021,10223,10224
3176,9R115A,204456,4706117,0,0,0,NA,2021,7319,7320
3177,9R115B,204279,4704992,0,0,0,NA,2021,7319,7320
3178,9R116A,207440,4705441,0,0,0,NA,2021,10421,10422
3179,9R116B,208699,4705308,0,0,0,NA,2021,10421,10422
3180,9R117A,234542,4705734,0,0,NA,NA,2021,10571,10572
3181,9R117B,233958,4704095,0,0,NA,NA,2021,6341,6342
3182,9R118A,238798,4704339,0,0,0,NA,2021,10772,10773
3183,9R118B,237422,4705778,0,0,0,NA,2021,1594,1595
3184,9R119A,262530,4704967,0,0,0,NA,2021,2791,2792
3185,9R119B,261622,4703822,0,0,0,NA,2021,5091,5092
3186,9R11A,143405,4674533,0,0,1,NA,2021,1451,1452
3187,9R11B,142719,4673618,1,1,0,NA,2021,1451,1452
3188,9R120A,267866,4704909,0,0,0,NA,2021,6715,6716
3189,9R120B,267091,4705980,1,0,0,NA,2021,6715,6716
3190,9R12A,146589,4674877,NA,NA,0,NA,2021,4303,4304
3191,9R12B,147502,4673777,0,0,0,NA,2021,3273,3274
3192,9R133A,205465,4709936,0,0,0,NA,2021,8189,8190
3193,9R133B,205805,4711249,0,0,0,NA,2021,105,106
3194,9R134A,208062,4709684,0,0,0,NA,2021,8557,8558
3195,9R134B,210051,4709034,0,0,1,NA,2021,406,407
3196,9R135A,236161,4711020,0,0,0,NA,2021,10097,10098
3197,9R135B,235608,4709860,0,0,NA,NA,2021,5358,5359
3198,9R136A,239385,4709928,0,1,0,NA,2021,9411,9412
3199,9R136B,240965,4710891,0,0,NA,NA,2021,10223,10224
3200,9R137A,263692,4708826,0,0,0,NA,2021,3496,3497
