,sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,detection_history.o4,year,FID_allNY_,FID_allNY_10km
472,173,233733,4688748,0,0,0,NA,2014,706,707
473,174,250980,4689157,0,1,0,NA,2014,1542,1543
474,175,255373,4689244,1,0,0,NA,2014,10968,10969
475,176,264043,4691106,1,0,1,NA,2014,10486,10487
476,177,266232,4691891,0,0,0,NA,2014,4236,4237
477,178,269638,4690444,0,0,0,NA,2014,6148,6149
478,179,285950,4691037,0,0,0,NA,2014,11941,11942
479,180,293286,4686585,0,0,0,NA,2014,436,437
480,181,297796,4691522,0,0,0,NA,2014,9005,9006
481,182,289016,4702563,0,0,0,NA,2014,7113,7114
482,183,323010,4690798,0,0,0,NA,2014,12588,12589
483,184,329384,4689633,0,0,0,NA,2014,4554,4555
484,185,332794,4691738,0,1,0,NA,2014,1615,1616
485,186,335770,4689490,0,0,0,NA,2014,9010,9011
486,187,339827,4691191,0,0,0,NA,2014,10182,10183
487,188,359183,4693148,0,0,0,NA,2014,12151,12152
488,189,364264,4691282,0,0,0,NA,2014,4108,4109
489,190,366933,4690577,0,0,0,NA,2014,238,239
490,191,382590,4690198,0,0,0,NA,2014,7137,7138
491,192,387174,4690340,0,0,1,NA,2014,9021,9022
492,193,404665,4689399,0,0,0,NA,2014,5141,5142
493,194,408586,4690657,0,1,0,NA,2014,4723,4724
494,195,297175,4709169,0,0,0,NA,2014,11249,11250
495,196,421182,4688875,0,0,0,NA,2014,1686,1687
496,197,425736,4690961,1,1,1,NA,2014,9737,9738
497,198,452637,4690118,0,0,0,NA,2014,12773,12774
498,199,455757,4690366,1,0,0,NA,2014,62,63
499,200,493597,4689237,1,1,1,NA,2014,8922,8923
500,201,498675,4691309,0,0,0,NA,2014,6005,6006
501,202,502023,4690195,0,0,0,NA,2014,398,399
502,203,510369,4690911,NA,NA,0,NA,2014,12266,12267
503,204,513414,4689732,0,0,0,NA,2014,12266,12267
504,205,521918,4690077,0,0,1,NA,2014,12381,12382
505,206,150641,4693350,0,0,0,NA,2014,5423,5424
506,207,154265,4695656,0,1,0,NA,2014,12797,12798
507,208,158261,4693672,0,0,0,NA,2014,11590,11591
508,209,162081,4693977,0,0,0,NA,2014,8342,8343
509,210,166431,4693685,0,0,0,NA,2014,1428,1429
510,211,169832,4695184,0,0,0,NA,2014,10737,10738
511,212,174827,4694676,0,0,0,NA,2014,434,435
512,213,185036,4692344,0,0,0,NA,2014,2325,2326
513,214,189838,4694662,0,0,0,NA,2014,7293,7294
514,215,218908,4692862,0,0,0,NA,2014,12739,12740
515,216,225290,4695667,0,0,0,NA,2014,8030,8031
516,217,226203,4693931,0,0,0,NA,2014,6820,6821
517,218,232570,4692618,0,0,0,NA,2014,7359,7360
518,219,236129,4694055,0,0,0,NA,2014,6297,6298
519,220,238612,4694660,1,0,0,NA,2014,2005,2006
520,221,246843,4695905,0,0,0,NA,2014,10863,10864
521,222,251801,4695942,0,1,0,NA,2014,7428,7429
522,223,255494,4694990,0,0,1,NA,2014,9392,9393
523,224,269744,4696128,0,0,0,NA,2014,199,200
524,225,272563,4695824,0,0,0,NA,2014,9850,9851
525,226,323700,4694358,0,0,0,NA,2014,8668,8669
526,227,328825,4692516,0,0,0,NA,2014,5339,5340
527,228,363843,4693628,0,1,0,NA,2014,4960,4961
528,229,396330,4693862,0,1,1,NA,2014,11751,11752
529,230,401495,4694453,0,0,0,NA,2014,1696,1697
530,231,405903,4693801,0,1,1,NA,2014,10988,10989
531,232,420184,4695573,0,0,0,NA,2014,5642,5643
532,233,424355,4693386,0,0,0,NA,2014,4231,4232
533,234,430200,4694613,0,0,0,NA,2014,11175,11176
534,235,455147,4693946,0,0,0,NA,2014,3761,3762
535,236,471065,4692783,0,0,0,NA,2014,2331,2332
536,237,474725,4693394,0,0,0,NA,2014,10759,10760
537,238,492745,4695120,0,0,0,NA,2014,5624,5625
538,239,495008,4695053,0,0,0,NA,2014,7050,7051
539,240,499949,4695251,0,0,0,NA,2014,9239,9240
540,241,501471,4695311,0,0,0,NA,2014,362,363
541,242,510462,4695638,0,1,0,NA,2014,630,631
542,243,514561,4694573,0,0,0,NA,2014,4409,4410
543,244,518851,4693991,0,0,0,NA,2014,11570,11571
544,245,521667,4695442,0,0,0,NA,2014,4425,4426
545,246,139047,4698525,0,0,0,NA,2014,8141,8142
546,247,141903,4698626,0,0,0,NA,2014,534,535
547,248,150672,4698485,0,0,0,NA,2014,5871,5872
548,249,153689,4698497,0,0,0,NA,2014,1874,1875
549,250,161087,4697607,0,0,0,NA,2014,9404,9405
550,251,165759,4698512,0,0,0,NA,2014,11270,11271
551,252,169954,4698039,0,0,0,NA,2014,10737,10738
552,253,175111,4698495,0,0,0,NA,2014,847,848
553,254,181154,4696756,0,0,0,NA,2014,11006,11007
554,255,184345,4697934,0,0,0,NA,2014,7376,7377
555,256,223877,4698554,0,0,0,NA,2014,7842,7843
556,257,226184,4698763,0,0,0,NA,2014,2429,2430
557,258,247507,4697588,0,0,0,NA,2014,10863,10864
558,259,250552,4699308,0,1,0,NA,2014,3462,3463
559,260,253557,4699868,0,0,0,NA,2014,151,152
560,261,266932,4699066,0,0,0,NA,2014,5468,5469
561,262,269529,4696701,0,0,0,NA,2014,199,200
562,263,274336,4698193,0,0,0,NA,2014,9902,9903
563,264,386235,4697351,0,0,0,NA,2014,12175,12176
564,265,390633,4698564,0,0,0,NA,2014,8723,8724
565,266,393737,4697318,0,0,0,NA,2014,3615,3616
566,267,397169,4696359,0,0,0,NA,2014,11290,11291
567,268,402547,4696394,0,0,0,NA,2014,9575,9576
568,269,406490,4698013,0,0,0,NA,2014,2204,2205
569,270,421170,4698181,1,1,0,NA,2014,3716,3717
570,271,425471,4699304,0,0,0,NA,2014,3788,3789
571,272,456642,4696803,0,0,0,NA,2014,8108,8109
572,273,469943,4698720,0,0,0,NA,2014,7100,7101
573,274,475506,4699222,0,0,0,NA,2014,6417,6418
574,275,478314,4698079,0,0,0,NA,2014,423,424
575,276,513855,4698988,0,0,1,NA,2014,11106,11107
576,277,540348,4698211,0,0,NA,NA,2014,7394,7395
577,278,543329,4697429,0,0,NA,NA,2014,10389,10390
578,279,552081,4696660,0,0,NA,NA,2014,10907,10908
579,280,134194,4701320,0,0,0,NA,2014,8578,8579
580,281,137909,4702636,0,1,0,NA,2014,3125,3126
581,282,142593,4701718,0,0,0,NA,2014,5102,5103
582,283,165550,4701387,0,0,0,NA,2014,11141,11142
583,284,169459,4701714,1,0,0,NA,2014,324,325
584,285,181719,4702144,0,0,0,NA,2014,3371,3372
585,286,184687,4702003,0,0,0,NA,2014,5857,5858
586,287,189081,4703991,1,0,0,NA,2014,77,78
587,288,204020,4702442,0,0,0,NA,2014,8150,8151
588,289,208722,4702328,0,0,0,NA,2014,2954,2955
589,290,246925,4701993,0,0,0,NA,2014,5659,5660
590,291,259133,4702049,0,0,0,NA,2014,11825,11826
591,292,261927,4701352,0,0,0,NA,2014,5091,5092
592,293,264426,4700475,0,0,0,NA,2014,11909,11910
593,294,293347,4701647,0,0,1,NA,2014,3652,3653
594,295,239711,4714413,0,0,1,NA,2014,6183,6184
595,296,321135,4712291,0,0,NA,NA,2014,2619,2620
596,297,304758,4702207,0,1,0,NA,2014,5140,5141
597,298,308665,4702260,0,0,0,NA,2014,12727,12728
598,299,313479,4702216,0,1,0,NA,2014,12293,12294
599,300,393116,4717775,0,0,0,NA,2014,4859,4860
600,301,304808,4719196,0,0,NA,NA,2014,5930,5931
601,302,389726,4702110,0,0,NA,NA,2014,7622,7623
602,303,392641,4701882,0,0,1,NA,2014,2308,2309
603,304,398919,4702766,0,0,0,NA,2014,737,738
604,305,401976,4701652,0,1,0,NA,2014,4933,4934
605,306,407378,4703187,0,1,1,NA,2014,3411,3412
606,307,460317,4700806,0,0,0,NA,2014,7207,7208
607,308,464495,4703931,0,0,0,NA,2014,4644,4645
608,309,470664,4700450,0,0,0,NA,2014,7100,7101
609,310,476682,4701950,0,0,0,NA,2014,3972,3973
610,311,538469,4703439,0,0,0,NA,2014,10117,10118
611,312,541387,4702440,0,0,NA,NA,2014,574,575
612,313,543983,4701983,0,0,NA,NA,2014,4379,4380
613,314,549014,4701713,0,0,NA,NA,2014,6932,6933
614,315,552532,4702986,0,0,NA,NA,2014,4730,4731
615,316,138198,4705227,1,0,0,NA,2014,12488,12489
616,317,143898,4704848,0,0,0,NA,2014,10287,10288
617,318,204510,4706072,0,0,0,NA,2014,7319,7320
618,319,207359,4705130,0,0,0,NA,2014,10421,10422
619,320,234509,4705812,0,0,NA,NA,2014,10571,10572
620,321,238811,4704338,0,NA,0,NA,2014,10772,10773
621,322,252298,4707360,1,1,0,NA,2014,12030,12031
622,323,255989,4705239,0,0,0,NA,2014,8320,8321
623,324,262536,4704955,0,0,0,NA,2014,2791,2792
624,325,267944,4704892,0,0,0,NA,2014,6715,6716
625,326,289901,4706075,0,0,0,NA,2014,12838,12839
626,327,292966,4706257,0,0,0,NA,2014,967,968
627,328,388873,4720503,0,1,0,NA,2014,6016,6017
628,329,395217,4721075,0,NA,0,NA,2014,808,809
629,330,304344,4707011,0,0,0,NA,2014,2024,2025
630,331,308840,4705185,1,0,0,NA,2014,10019,10020
631,332,313788,4705283,0,0,0,NA,2014,1643,1644
632,333,298180,4724455,0,0,0,NA,2014,12651,12652
633,334,301307,4725205,0,0,0,NA,2014,11618,11619
634,335,336803,4705003,0,0,NA,NA,2014,4634,4635
635,336,339745,4705624,0,0,0,NA,2014,2039,2040
636,337,303534,4725847,0,0,0,NA,2014,3764,3765
637,338,403212,4704517,0,1,1,NA,2014,87,88
638,339,447885,4706507,0,0,0,NA,2014,4125,4126
639,340,309109,4725916,0,0,NA,NA,2014,11767,11768
640,341,461420,4706562,0,0,0,NA,2014,6601,6602
641,342,488510,4705166,0,0,1,NA,2014,2788,2789
642,343,490647,4707177,0,NA,NA,NA,2014,2788,2789
643,344,495693,4706605,0,0,0,NA,2014,11296,11297
644,345,514540,4705794,1,0,0,NA,2014,4124,4125
645,346,517460,4707288,0,0,0,NA,2014,5335,5336
646,347,542332,4703841,0,0,0,NA,2014,4379,4380
647,348,552315,4704645,0,0,NA,NA,2014,12937,12938
648,349,204357,4709356,0,0,0,NA,2014,8189,8190
649,350,208031,4709660,0,0,0,NA,2014,8557,8558
650,351,231430,4709575,0,0,0,NA,2014,11968,11969
651,352,236151,4711047,0,0,0,NA,2014,10097,10098
652,353,239354,4709913,0,NA,0,NA,2014,9411,9412
653,354,254601,4709664,0,0,0,NA,2014,3948,3949
654,355,263523,4709672,0,0,NA,NA,2014,3496,3497
655,356,288653,4709364,0,0,0,NA,2014,3578,3579
656,357,293114,4709988,0,0,0,NA,2014,9092,9093
657,358,331855,4708863,0,0,0,NA,2014,4029,4030
658,359,335274,4708571,0,0,0,NA,2014,7732,7733
659,360,339655,4709779,0,0,0,NA,2014,6709,6710
660,361,403269,4710923,0,0,0,NA,2014,4024,4025
661,362,428240,4708244,0,0,0,NA,2014,5915,5916
662,363,444487,4709197,0,0,0,NA,2014,297,298
663,364,446672,4709231,0,0,1,NA,2014,297,298
664,365,450676,4710745,0,0,0,NA,2014,10884,10885
665,366,459896,4710229,0,0,1,NA,2014,8164,8165
666,367,464557,4708742,0,0,0,NA,2014,6093,6094
667,368,486846,4710508,0,0,0,NA,2014,8669,8670
668,369,491620,4709915,1,0,0,NA,2014,4025,4026
669,370,494558,4710439,0,0,0,NA,2014,12754,12755
670,371,509549,4710049,0,0,0,NA,2014,9935,9936
671,372,514853,4709101,0,0,0,NA,2014,4121,4122
672,373,517817,4710294,NA,1,0,NA,2014,9609,9610
673,374,520231,4708701,1,1,0,NA,2014,8851,8852
674,375,236667,4713158,NA,0,0,NA,2014,10097,10098
675,376,389767,4725743,0,0,0,NA,2014,5308,5309
676,377,339261,4714447,0,0,0,NA,2014,5178,5179
677,378,425479,4714170,0,0,0,NA,2014,4766,4767
678,379,428242,4712579,0,0,1,NA,2014,685,686
679,380,449287,4714999,0,0,1,NA,2014,875,876
680,381,452398,4713641,0,0,0,NA,2014,852,853
681,382,464447,4712557,0,0,0,NA,2014,291,292
682,383,476436,4713869,0,0,0,NA,2014,10533,10534
683,384,477988,4712717,0,0,0,NA,2014,10533,10534
684,385,491484,4713975,0,0,0,NA,2014,134,135
685,386,517480,4713055,NA,0,0,NA,2014,3382,3383
686,387,523251,4712382,0,0,0,NA,2014,1263,1264
687,388,525337,4712469,1,0,0,NA,2014,1263,1264
688,389,393803,4724954,0,0,0,NA,2014,5839,5840
689,390,320381,4718032,0,0,0,NA,2014,9323,9324
690,391,424332,4717832,0,0,0,NA,2014,3735,3736
691,392,428202,4717327,1,0,0,NA,2014,12129,12130
692,393,465603,4717672,0,0,0,NA,2014,11519,11520
693,394,467797,4717482,0,0,1,NA,2014,8007,8008
694,395,475088,4717609,0,0,0,NA,2014,4516,4517
695,396,479702,4717747,0,0,0,NA,2014,881,882
696,397,483200,4716661,0,0,0,NA,2014,11049,11050
697,398,499154,4716890,0,0,0,NA,2014,1012,1013
698,399,501132,4717204,0,1,0,NA,2014,6351,6352
699,400,518071,4717052,0,0,0,NA,2014,3173,3174
700,401,523410,4717139,0,0,0,NA,2014,6690,6691
701,402,547449,4717840,0,0,0,NA,2014,9796,9797
702,403,551729,4716359,0,0,0,NA,2014,3299,3300
703,404,389086,4727819,1,0,0,NA,2014,8815,8816
704,405,309404,4737351,0,0,0,NA,2014,5068,5069
705,406,320339,4720579,0,0,0,NA,2014,1621,1622
706,407,324452,4720714,0,0,0,NA,2014,8581,8582
707,408,466737,4720984,0,0,0,NA,2014,3886,3887
708,409,480071,4721185,1,1,1,NA,2014,11231,11232
709,410,493869,4720818,0,0,1,NA,2014,7189,7190
710,411,498653,4720782,0,0,1,NA,2014,437,438
711,412,502497,4721223,0,0,0,NA,2014,10879,10880
712,413,506394,4723071,0,0,0,NA,2014,1866,1867
713,414,548930,4719541,0,0,0,NA,2014,11118,11119
714,415,551443,4721205,0,0,0,NA,2014,9022,9023
715,416,557819,4721074,0,0,0,NA,2014,10526,10527
716,417,560480,4720850,1,0,0,NA,2014,10526,10527
717,418,311540,4743500,0,0,0,NA,2014,2543,2544
718,419,393407,4739259,0,0,0,NA,2014,4950,4951
719,420,397732,4741405,0,0,0,NA,2014,6886,6887
720,421,324297,4725760,0,0,0,NA,2014,9671,9672
721,422,435639,4724829,0,1,0,NA,2014,6567,6568
722,423,440940,4726133,0,0,0,NA,2014,2458,2459
723,424,498698,4725268,0,0,0,NA,2014,5757,5758
724,425,502712,4726042,0,0,0,NA,2014,2380,2381
725,426,560457,4724373,0,0,0,NA,2014,6362,6363
726,427,402406,4740347,0,0,0,NA,2014,12108,12109
727,428,463555,4740935,0,0,0,NA,2014,2424,2425
728,429,421756,4728686,0,1,0,NA,2014,1524,1525
729,430,435543,4728426,0,0,0,NA,2014,2967,2968
730,431,441687,4728476,0,0,0,NA,2014,6691,6692
731,432,521337,4728823,0,0,0,NA,2014,11973,11974
732,433,524828,4728865,0,0,0,NA,2014,12243,12244
733,434,528970,4729401,0,0,0,NA,2014,11183,11184
734,435,532304,4728570,0,0,0,NA,2014,8762,8763
735,436,394147,4744947,0,0,1,NA,2014,2450,2451
736,437,417958,4732851,0,0,0,NA,2014,4371,4372
737,438,420849,4732988,1,0,0,NA,2014,2956,2957
738,439,425385,4732084,0,0,0,NA,2014,5799,5800
739,440,435089,4732171,0,0,0,NA,2014,11200,11201
740,441,442203,4733879,0,0,0,NA,2014,4266,4267
741,442,468130,4731330,0,0,0,NA,2014,3563,3564
742,443,471214,4733770,0,0,0,NA,2014,12299,12300
743,444,482417,4733360,0,0,0,NA,2014,3956,3957
744,445,485977,4733551,0,0,NA,NA,2014,1041,1042
745,446,490322,4733870,0,0,0,NA,2014,4329,4330
746,447,502471,4733116,0,0,1,NA,2014,3026,3027
747,448,505250,4733999,0,0,0,NA,2014,5266,5267
748,449,509518,4733775,1,0,1,NA,2014,1310,1311
749,450,521824,4733385,1,0,0,NA,2014,7623,7624
750,451,525729,4733301,0,0,0,NA,2014,5620,5621
751,452,528190,4733579,0,0,0,NA,2014,2438,2439
752,453,303912,4729150,0,0,0,NA,2014,983,984
753,454,297355,4736827,0,0,0,NA,2014,1903,1904
754,455,301352,4736753,0,0,0,NA,2014,3918,3919
755,456,305399,4737310,0,0,0,NA,2014,5207,5208
756,457,439072,4738584,0,1,1,NA,2014,10069,10070
757,458,468392,4737737,0,0,0,NA,2014,9192,9193
758,459,470313,4736703,0,0,0,NA,2014,11096,11097
759,460,482900,4736493,0,0,0,NA,2014,6209,6210
760,461,486140,4736483,0,0,0,NA,2014,12083,12084
761,462,503760,4736259,0,0,0,NA,2014,9713,9714
762,463,505590,4736781,0,0,0,NA,2014,4565,4566
763,464,522618,4737226,0,0,0,NA,2014,7897,7898
764,465,524806,4737766,1,0,0,NA,2014,281,282
765,466,398503,4744058,0,1,0,NA,2014,9278,9279
766,467,304551,4740741,0,0,0,NA,2014,11866,11867
767,468,309937,4740172,0,0,0,NA,2014,4412,4413
768,469,467588,4739888,0,0,0,NA,2014,1525,1526
769,470,470925,4741550,0,0,0,NA,2014,5448,5449
770,471,475102,4741848,0,0,0,NA,2014,3161,3162
771,472,483234,4740507,0,0,0,NA,2014,5977,5978
772,473,485706,4740378,0,0,0,NA,2014,9735,9736
773,474,491340,4740914,0,0,0,NA,2014,2880,2881
774,475,503389,4741374,0,0,0,NA,2014,10660,10661
775,476,506519,4740422,0,0,0,NA,2014,5808,5809
776,477,408476,4748755,0,0,0,NA,2014,12028,12029
777,478,412050,4748927,0,0,0,NA,2014,4386,4387
778,479,467268,4745747,0,0,0,NA,2014,12081,12082
779,480,472712,4743719,0,0,0,NA,2014,7755,7756
780,481,475249,4744879,0,0,0,NA,2014,7755,7756
781,482,468328,4747987,0,0,0,NA,2014,12081,12082
782,483,470965,4748723,0,0,0,NA,2014,5816,5817
783,484,359236,4771677,0,0,0,NA,2014,5582,5583
784,485,405604,4750767,0,0,1,NA,2014,12238,12239
785,486,409763,4752112,1,1,1,NA,2014,12839,12840
786,487,355295,4775529,0,0,0,NA,2014,2316,2317
787,488,359385,4775692,0,0,0,NA,2014,6139,6140
788,489,363191,4775714,0,0,0,NA,2014,5965,5966
789,490,455837,4775560,0,0,1,NA,2014,7980,7981
790,491,460116,4774858,0,1,1,NA,2014,8789,8790
791,492,462913,4775348,0,1,1,NA,2014,8789,8790
792,493,412960,4754082,0,0,1,NA,2014,3828,3829
793,494,445074,4754986,1,0,1,NA,2014,6322,6323
794,495,448300,4756275,0,0,0,NA,2014,1368,1369
795,496,324695,4779465,0,0,0,NA,2014,5760,5761
796,497,455593,4757016,0,0,0,NA,2014,4002,4003
797,498,332231,4779068,0,1,0,NA,2014,694,695
798,499,355484,4779668,0,0,0,NA,2014,2575,2576
799,500,359476,4779331,0,0,0,NA,2014,8262,8263
800,501,442717,4780527,0,NA,NA,NA,2014,11327,11328
801,502,447359,4778640,0,0,0,NA,2014,6219,6220
802,503,458905,4779207,0,0,0,NA,2014,6452,6453
803,504,463380,4779422,0,0,1,NA,2014,9031,9032
804,505,467370,4779405,0,0,0,NA,2014,10751,10752
805,506,441113,4760964,0,0,0,NA,2014,5444,5445
806,507,316635,4783494,0,0,0,NA,2014,9459,9460
807,508,320211,4783522,0,0,0,NA,2014,8783,8784
808,509,324272,4782828,0,0,0,NA,2014,1016,1017
809,510,444771,4759864,0,0,0,NA,2014,75,76
810,511,332736,4782921,1,0,0,NA,2014,9007,9008
811,512,447716,4760151,0,0,1,NA,2014,6039,6040
812,513,452698,4760134,0,0,1,NA,2014,6320,6321
813,514,457060,4758640,0,0,0,NA,2014,10047,10048
814,515,444315,4784873,0,0,1,NA,2014,5549,5550
815,516,448549,4782591,0,1,0,NA,2014,4525,4526
816,517,455701,4762568,0,1,1,NA,2014,2848,2849
817,518,340810,4775587,0,0,0,NA,2014,5123,5124
818,519,321093,4787076,0,0,0,NA,2014,10481,10482
819,520,324032,4786977,0,0,0,NA,2014,6176,6177
820,521,335990,4779515,0,0,0,NA,2014,2228,2229
821,522,339961,4779236,0,0,0,NA,2014,10850,10851
822,523,355595,4787700,0,0,0,NA,2014,4230,4231
823,524,358278,4787362,0,0,0,NA,2014,4230,4231
824,525,363015,4787125,0,0,0,NA,2014,9317,9318
825,526,468319,4788235,0,0,0,NA,2014,12125,12126
826,527,355305,4791187,0,0,0,NA,2014,2026,2027
827,528,358655,4791953,0,0,0,NA,2014,11196,11197
828,529,362878,4791085,0,0,0,NA,2014,6222,6223
829,530,429444,4790214,0,0,1,NA,2014,6874,6875
830,531,431554,4789572,0,0,0,NA,2014,6677,6678
831,532,436851,4791110,0,0,1,NA,2014,7585,7586
832,533,467073,4791507,0,0,0,NA,2014,5947,5948
833,534,470777,4790252,0,0,0,NA,2014,8308,8309
834,535,474752,4790917,0,0,0,NA,2014,484,485
835,536,359241,4794613,0,0,0,NA,2014,1878,1879
836,537,362962,4795070,0,0,0,NA,2014,2155,2156
837,538,428506,4793328,0,0,1,NA,2014,9120,9121
838,539,433861,4795953,0,0,0,NA,2014,8208,8209
839,540,438047,4794847,0,1,1,NA,2014,1791,1792
840,541,444254,4794245,0,0,0,NA,2014,8288,8289
841,542,475843,4793352,0,0,1,NA,2014,1274,1275
842,543,479962,4794247,0,1,1,NA,2014,12869,12870
843,544,410702,4799247,0,0,0,NA,2014,2672,2673
844,545,412734,4797770,0,0,1,NA,2014,6054,6055
845,546,417283,4798885,0,0,0,NA,2014,3112,3113
846,547,420992,4799392,0,0,1,NA,2014,3931,3932
847,548,440827,4799207,0,0,0,NA,2014,6519,6520
848,549,445704,4800127,1,0,0,NA,2014,6504,6505
849,550,448386,4799932,0,0,0,NA,2014,2502,2503
850,551,467596,4798180,0,0,0,NA,2014,10218,10219
851,552,470850,4800843,0,1,0,NA,2014,12606,12607
852,553,474760,4799278,0,0,0,NA,2014,12425,12426
853,554,478005,4798379,0,0,0,NA,2014,6533,6534
854,555,409698,4802767,0,0,0,NA,2014,5353,5354
855,556,413646,4803069,0,0,0,NA,2014,6808,6809
856,557,416732,4803723,0,0,0,NA,2014,4140,4141
857,558,440199,4803226,0,0,0,NA,2014,2959,2960
858,559,444653,4802320,0,0,0,NA,2014,6504,6505
859,560,447553,4804316,0,0,0,NA,2014,5203,5204
860,561,452358,4802735,0,0,0,NA,2014,2583,2584
861,562,458177,4804390,1,0,0,NA,2014,2383,2384
862,563,464156,4804629,0,0,0,NA,2014,2358,2359
863,564,466307,4804614,0,0,0,NA,2014,8097,8098
864,565,470713,4802873,1,0,0,NA,2014,9268,9269
865,566,412911,4806251,0,0,0,NA,2014,9253,9254
866,567,424477,4808069,0,0,0,NA,2014,690,691
867,568,430775,4808332,0,0,0,NA,2014,6603,6604
868,569,434092,4808332,0,0,0,NA,2014,2702,2703
869,570,439776,4806183,0,0,0,NA,2014,7922,7923
870,571,446619,4804694,0,0,1,NA,2014,2853,2854
871,572,464630,4808061,0,0,0,NA,2014,8423,8424
872,573,466750,4806968,0,0,0,NA,2014,5479,5480
873,574,471417,4808536,0,0,0,NA,2014,10237,10238
874,575,475591,4806087,0,0,1,NA,2014,9732,9733
875,576,426517,4808800,0,0,0,NA,2014,7652,7653
876,577,427119,4811845,0,0,0,NA,2014,7652,7653
877,578,434060,4812082,0,0,0,NA,2014,11321,11322
878,579,467165,4810682,0,0,1,NA,2014,12131,12132
879,580,472135,4811909,0,0,1,NA,2014,5557,5558
880,581,426254,4814454,0,0,0,NA,2014,8488,8489
881,582,429718,4814110,0,0,0,NA,2014,2914,2915
882,583,434166,4814513,0,0,1,NA,2014,11321,11322
883,584,413657,4818189,0,0,0,NA,2014,5249,5250
884,585,416239,4817614,0,0,0,NA,2014,9462,9463
885,586,427763,4819203,NA,1,0,NA,2014,9970,9971
886,587,413545,4822269,0,0,0,NA,2014,1625,1626
887,588,418209,4822031,0,0,NA,NA,2014,8450,8451
888,589,413016,4827424,0,0,0,NA,2014,3919,3920
889,590,417512,4825544,0,0,0,NA,2014,2772,2773
890,591,421703,4825976,0,0,0,NA,2014,4951,4952
891,592,417255,4829898,0,1,0,NA,2014,2062,2063
892,593,420177,4830023,0,0,0,NA,2014,8162,8163
893,594,417162,4833558,0,0,0,NA,2014,11668,11669
894,595,420305,4834355,NA,NA,0,NA,2014,10193,10194
895,596,416243,4837720,0,1,NA,NA,2014,7404,7405
896,597,421056,4837635,0,0,0,NA,2014,6525,6526
897,598,417687,4841635,NA,0,0,NA,2014,7289,7290
898,599,420771,4841369,0,0,0,NA,2014,5519,5520
899,600,441980,4852986,0,0,0,NA,2014,12885,12886
900,601,444457,4853217,0,0,0,NA,2014,9996,9997
901,602,447367,4852429,0,0,0,NA,2014,6678,6679
902,603,436593,4856640,0,NA,NA,NA,2014,12626,12627
903,604,438756,4855105,0,NA,NA,NA,2014,5536,5537
904,605,443346,4856853,0,0,0,NA,2014,2884,2885
905,606,337106,4783383,0,0,0,NA,2014,6384,6385
906,607,340155,4783506,0,NA,NA,NA,2014,397,398
907,608,343617,4783449,0,0,0,NA,2014,6962,6963
909,1,452662,4654060,0,0,0,NA,2015,11292,11293
910,2,455836,4655452,0,0,NA,NA,2015,3710,3711
911,3,458279,4654787,0,NA,0,NA,2015,9488,9489
912,4,234911,4659282,0,0,0,NA,2015,579,580
913,7,451803,4658956,0,0,1,NA,2015,5326,5327
914,8,456050,4659230,0,1,0,NA,2015,1805,1806
915,9,460123,4658981,0,0,0,NA,2015,2432,2433
916,10,463522,4659515,0,0,0,NA,2015,4760,4761
917,12,227433,4664717,0,0,0,NA,2015,8784,8785
918,13,231295,4662873,0,0,0,NA,2015,9135,9136
919,14,234492,4664415,0,0,0,NA,2015,9683,9684
920,15,459200,4663033,NA,NA,0,NA,2015,5021,5022
921,16,463431,4664535,0,1,0,NA,2015,3527,3528
922,17,222402,4668197,0,0,0,NA,2015,12530,12531
923,18,227204,4666403,0,0,0,NA,2015,8784,8785
924,19,308734,4667368,0,0,0,NA,2015,1407,1408
925,20,303631,4667225,0,0,NA,NA,2015,7165,7166
926,22,115599,4671082,0,0,0,NA,2015,7310,7311
927,23,118828,4671274,0,0,0,NA,2015,8300,8301
928,24,124428,4670598,0,0,0,NA,2015,8593,8594
929,26,227666,4671792,0,0,0,NA,2015,7356,7357
930,27,247015,4672347,0,0,0,NA,2015,5075,5076
931,28,249289,4671213,0,0,0,NA,2015,10866,10867
932,29,308939,4671562,0,1,0,NA,2015,7320,7321
933,30,305092,4671451,0,0,0,NA,2015,9132,9133
934,32,469326,4669682,0,0,0,NA,2015,7317,7318
935,33,473395,4671296,0,0,0,NA,2015,7864,7865
936,34,473978,4670866,0,0,0,NA,2015,7864,7865
937,35,111877,4673249,0,0,0,NA,2015,10308,10309
938,36,115351,4673371,0,0,0,NA,2015,9335,9336
939,37,119309,4675804,0,0,0,NA,2015,1074,1075
